clock,value_min,value_avg,value_max
1593133200,806424,3252599,9103952
1593136800,718992,2763462,9480696
1593140400,439336,4448777,19194160
1593144000,228696,2750434,11381352
1593147600,280736,1563447,6851272
1593151200,188824,414711,1856832
1593154800,196344,869690,4855256
1593158400,204392,1513627,5428120
1593162000,310536,3007058,16489528
1593165600,468600,6762596,20905304
1593169200,3764864,16811404,55502112
1593172800,7152008,21973632,64783320
1593176400,6633864,13575752,32183024
1593180000,8204656,16124659,35988744
1593183600,8730616,22045904,61890896
1593187200,6707696,31562825,88787712
1593190800,8913392,20460506,41413432
1593194400,6806344,18516198,41958912
1593198000,3280128,13216746,41498040
1593201600,1457128,4445394,9292760
1593205200,611544,3799378,16349688
1593208800,675488,4115932,17822608
1593212400,469560,2167209,8093808
1593216000,608872,2397996,15847632
1593219600,1326424,3879706,15654168
1593223200,759512,2996986,11959776
1593226800,1060104,2436573,5571712
1593230400,774984,2698516,7200544
1593234000,251952,1253724,9047816
1593237600,631248,2160381,9312816
1593241200,194968,836412,6820664
1593244800,197024,1052894,5198056
1593248400,269384,1337388,5739728
1593252000,881984,2738766,8357672
1593255600,1563104,5872354,13603784
1593259200,1288336,6754801,25955768
1593262800,1070896,4479338,14697464
1593266400,1281232,4839330,22731680
1593270000,1456568,5668140,17836016
1593273600,2101208,5745177,15432928
1593277200,2749624,5561626,12621296
1593280800,1118792,4137225,10080904
1593284400,1275800,4380047,13147280
1593288000,663920,4660429,23282624
1593291600,1401648,5857661,16538336
1593295200,720672,2943656,8381856
1593298800,1022896,4646483,17879392
1593302400,672696,2908976,7678464
1593306000,1033576,4053890,13159112
1593309600,753432,2206108,10984136
1593313200,690816,2880792,14982480
1593316800,592208,1219834,6756544
1593320400,710296,4454920,13141696
1593324000,182696,1423164,4862768
1593327600,157864,314946,1824616
1593331200,161160,428843,2235688
1593334800,181704,2813762,14080432
1593338400,426880,3752917,13582944
1593342000,821984,4815482,13607360
1593345600,482344,2170203,4843312
1593349200,1072016,3891843,11163544
1593352800,1044032,3304204,11027712
1593356400,776800,3885818,10372272
1593360000,795640,3518251,9552488
1593363600,778400,2966016,7380048
1593367200,696672,3658681,17909872
1593370800,667136,7792017,74180528
1593374400,672624,4034680,24469928
1593378000,599784,7526028,17112288
1593381600,691176,6519820,13403400
1593385200,3002096,7423388,15349176
1593388800,1085936,4174945,13377592
1593392400,1016320,3535203,12209808
1593396000,526984,5063140,19876648
1593399600,319952,5160512,17607024
1593403200,191048,1123698,10088216
1593406800,166192,398063,1683040
1593410400,182624,700382,3018560
1593414000,186016,1168608,7055928
1593417600,206632,1302372,5721344
1593421200,1134816,3968859,14235392
1593424800,1609176,7104111,18392912
1593428400,6159000,17596563,36766648
1593432000,9541104,29750554,73870640
1593435600,12234576,38118930,76233168
1593439200,9248520,25661396,89405072
1593442800,7916224,19923463,66926608
1593446400,6165736,13642413,21994664
1593450000,7449264,21237044,39397800
1593453600,7244872,28066352,95103512
1593457200,3077112,9714564,24891840
1593460800,1570656,7396652,34718840
1593464400,1706520,8305742,20265176
1593468000,718272,4995081,14236512
1593471600,1045800,2896679,8091304
1593475200,2124912,4772551,14342816
1593478800,1014600,2807863,11606096
1593482400,408536,1639621,3623456
1593486000,392424,4866744,18687248
1593489600,223048,2420831,10472224
1593493200,267392,2420860,13065968
1593496800,184296,867067,4363000
1593500400,198840,1347443,8409496
1593504000,210224,3283936,15093248
1593507600,228224,2196096,8117160
1593511200,1796064,9572496,25433624
1593514800,11342872,24498177,62853072
1593518400,22642376,43195747,77685144
1593522000,17216136,43166779,115207952
1593525600,17545104,55049361,152992024
1593529200,16037240,27435602,64459320
1593532800,9169856,19342047,38844448
1593536400,6051896,12944862,21430968
1593540000,11033608,18554116,53519288
1593543600,5212528,14367978,43477312
1593547200,2867424,9518481,23260888
1593550800,1827072,6044318,12320416
1593554400,2221264,6510717,19991576
1593558000,1236648,4171236,11670584
1593561600,1769752,5530452,14186648
1593565200,3411288,6912419,24344408
1593568800,2243408,6811506,14947992
1593572400,1098808,5294132,23035768
1593576000,351264,3575110,12726096
1593579600,262328,1456159,5084848
1593583200,220376,946636,5081976
1593586800,196360,575614,2293544
1593590400,237824,3469670,38806504
1593594000,316640,2638542,10945768
1593597600,1444800,9137802,36725232
1593601200,6357400,26933441,113230848
1593604800,6837768,21242962,47808960
1593608400,12779376,30607605,63345704
1593612000,15861520,36724333,88026856
1593615600,20296536,30798102,71491064
1593619200,10112824,26546253,144173200
1593622800,13318728,25962176,149141888
1593626400,12053048,25435176,41080880
1593630000,3700496,11765376,28000600
1593633600,1433848,5702038,22182656
1593637200,1669144,5444921,16409832
1593640800,1249568,7272240,16404120
1593644400,1664520,6694377,16378176
1593648000,1341360,4681564,11269344
1593651600,1055256,3796905,14913224
1593655200,996496,2938612,6990312
1593658800,649328,1507519,6154152
1593662400,332392,1598204,11546128
1593666000,379616,1659730,4404848
1593669600,323912,1733273,7994344
1593673200,168632,585909,1759680
1593676800,181472,745887,2242472
1593680400,274888,3045481,8922856
1593684000,1380944,30915112,149172072
1593687600,22663704,104459947,229618320
1593691200,23579056,65000978,174819856
1593694800,21707472,41950673,89079912
1593698400,24675664,43773743,100942888
1593702000,15293920,35651406,151706920
1593705600,7496568,18502292,50387152
1593709200,5671000,12340009,24109792
1593712800,9484280,20689135,50941264
1593716400,1901704,14620544,32406216
1593720000,1137672,7739932,33484848
1593723600,1619824,5062613,12331928
1593727200,1450272,5256133,25473472
1593730800,972840,2682044,6837656
1593734400,1227912,5721856,29630312
1593738000,1709840,5240455,18087320
1593741600,638280,3369744,13015704
1593745200,311480,2246448,9384560
1593748800,566648,5395738,20406880
1593752400,251232,1743335,7545920
1593756000,281232,2285483,7242272
1593759600,173728,694305,4054960
1593763200,203712,1173464,10253080
1593766800,233992,1950633,8199800
1593770400,1403712,7179045,35344288
1593774000,4117448,15695637,46536232
1593777600,10855496,31585186,64898280
1593781200,8076744,17660376,33807504
1593784800,7115712,23618348,82041920
1593788400,5377216,17641190,60319872
1593792000,5157696,26595364,143865696
1593795600,9400576,29096089,133448784
1593799200,8960648,30198188,129429672
1593802800,5556984,11954366,39210624
1593806400,11832736,24075850,116121792
1593810000,1637840,8865820,24787120
1593813600,1882800,5532783,11707672
1593817200,1363784,3027807,8984176
1593820800,826760,5825922,35054312
1593824400,707048,2977705,15159216
1593828000,854424,1801650,6211744
1593831600,765632,3996452,16599232
1593835200,225056,1805673,7991120
1593838800,422416,1487156,4193272
1593842400,172464,759732,11878888
1593846000,189648,1204658,5983384
1593849600,314432,2028321,10174464
1593853200,550608,1874065,7746352
1593856800,814992,4549529,18798696
1593860400,823944,4156326,12143848
1593864000,933088,3877061,11355888
1593867600,1376536,5555524,18948280
1593871200,637608,4564985,17680424
1593874800,1131104,4261412,14588056
1593878400,1128416,4245538,16148024
1593882000,1071840,3753097,9358336
1593885600,1164864,4964505,16844680
1593889200,1159360,3927446,9030216
1593892800,377464,2057686,7887440
1593896400,1244840,3520927,11959800
1593900000,556368,2538486,8189928
1593903600,895656,3748956,7691000
1593907200,1321232,4198839,15086360
1593910800,1106960,3768016,7943152
1593914400,936840,2958931,9716520
1593918000,253824,4208305,19412424
1593921600,317800,1784909,9671624
1593925200,207464,893371,3705416
1593928800,188040,1027833,3376368
1593932400,210360,712667,3670472
1593936000,210304,1036095,3434440
1593939600,235944,1065371,5648416
1593943200,306992,1328456,6771960
1593946800,651816,2324168,11307024
1593950400,748648,2209731,6795816
1593954000,748616,3782402,8650680
1593957600,623528,6104584,19134168
1593961200,735784,3779109,8823904
1593964800,1354992,4383904,9853192
1593968400,1339472,3867990,13704672
1593972000,809752,4960826,12405704
1593975600,1558272,4211856,9637064
1593979200,1006440,3673473,7372176
1593982800,973672,4428722,17762896
1593986400,1273344,4921795,14271176
1593990000,848208,2601452,12968960
1593993600,496432,4241523,17642432
1593997200,1555104,2881173,10808976
1594000800,1222280,2896630,7195576
1594004400,772296,3623018,35430944
1594008000,681688,1787775,8949496
1594011600,670192,876039,1738984
1594015200,682384,925587,2596600
1594018800,198560,721995,2121832
1594022400,175160,2401596,16507960
1594026000,916640,3736816,8666416
1594029600,1339992,6717747,20602432
1594033200,9445568,20935488,74497856
1594036800,6509544,28516518,76705744
1594040400,10404648,30510051,61521496
1594044000,9590360,27200611,131006032
1594047600,16200072,26447352,49300576
1594051200,10960744,19952554,39086184
1594054800,5992272,20613512,42049328
1594058400,12161664,23096967,53319208
1594062000,4146928,24976928,58624744
1594065600,1809008,8680992,27021976
1594069200,923600,4949953,13498384
1594072800,1310808,3329767,9352672
1594076400,928280,4696201,13171952
1594080000,424472,3786579,19195032
1594083600,843064,2123628,5806400
1594087200,437296,2546676,6262240
1594090800,502160,2705059,28832784
1594094400,586264,1347050,4406520
1594098000,195448,1337833,13902816
1594101600,165800,1221934,4439336
1594105200,195088,849438,3082360
1594108800,198152,962036,5403408
1594112400,206976,1317487,5837312
1594116000,1012360,8618339,18738376
1594119600,4132592,26662612,87391648
1594123200,15592960,31900575,79297952
1594126800,21995320,38718218,68783832
1594130400,21156112,33132573,55036480
1594134000,11943864,26806665,61901416
1594137600,5173872,18894632,57342776
1594141200,6237592,25395067,58088072
1594144800,10327944,30888171,81273552
1594148400,4636152,16368953,40845792
1594152000,2173824,6992799,25036928
1594155600,2474064,6400610,10358600
1594159200,2035400,6861882,17010120
1594162800,1117080,6936908,25381192
1594166400,1591696,5959027,19586848
1594170000,1033880,3986523,8690152
1594173600,976976,5258240,15081424
1594177200,565648,2310243,10061424
1594180800,258032,1448492,5387488
1594184400,328352,1533249,4987720
1594188000,315000,1744468,5592112
1594191600,272832,2681584,6895720
1594195200,225536,1551045,6617272
1594198800,286136,2562321,18573096
1594202400,2881008,8226107,16655432
1594206000,4562024,12397981,42629080
1594209600,9506744,26282112,115209240
1594213200,13403848,28863996,64274272
1594216800,12262752,29157342,45956136
1594220400,13041064,26151616,73032088
1594224000,9440968,23165222,41291120
1594227600,7409600,27462438,54228264
1594231200,8706184,25415642,76414248
1594234800,6375808,19332566,48970648
1594238400,899080,9485306,21933064
1594242000,4116576,10565107,39190928
1594245600,1835664,9706441,22363664
1594249200,1744680,5305560,17656360
1594252800,2277560,5330984,11108464
1594256400,980064,6543629,21474368
1594260000,1054912,3247935,10272392
1594263600,247024,4273901,20327456
1594267200,235072,1131300,3349064
1594270800,198824,1316276,8899280
1594274400,240296,1126881,4576432
1594278000,207392,729598,6017280
1594281600,209040,1055082,5746488
1594285200,380104,3743974,16791960
1594288800,1671240,8845402,25739000
1594292400,11150672,30449967,94921184
1594296000,25970840,70024391,185715952
1594299600,22024960,41614665,81924904
1594303200,22513376,44300908,94968000
1594306800,14169728,27946723,44602688
1594310400,9382832,22424007,66776496
1594314000,11430384,25866908,58482440
1594317600,11041664,23446070,62843160
1594321200,7516712,23313599,44042272
1594324800,2685344,9251259,22921144
1594328400,895344,6363803,27366464
1594332000,1772344,5970612,13639232
1594335600,1740888,6264792,31798496
1594339200,1192720,5017623,13628504
1594342800,1193480,5745406,19697328
1594346400,588472,3765759,9864592
1594350000,425176,5146254,21442080
1594353600,252648,2109743,9169328
1594357200,269696,1669687,5665120
1594360800,376920,1256725,6496416
1594364400,181456,537167,2372744
1594368000,210832,1465710,6789880
1594371600,804928,2835744,8689232
1594375200,995144,7637781,22761264
1594378800,7336664,25419799,121096552
1594382400,6357952,17915425,47260048
1594386000,7802016,34722930,122600032
1594389600,4999392,20412134,42268896
1594393200,9399808,21350938,38478280
1594396800,8438096,23547578,39400480
1594400400,11979040,19691593,31478984
1594404000,12195496,23780804,36877640
1594407600,2534304,12603231,29738424
1594411200,739072,7786409,26721592
1594414800,691152,4173518,14462816
1594418400,1066392,3901362,21889912
1594422000,1319232,4852893,14943416
1594425600,907512,3720654,25916296
1594429200,1018464,3164393,8561736
1594432800,377424,2115351,6439104
1594436400,313984,3136449,17481400
1594440000,233848,2273021,5632664
1594443600,225624,796404,2243112
1594447200,210288,628190,2772720
1594450800,226160,1346213,4961720
1594454400,230616,762124,4632880
1594458000,237184,977388,7383472
1594461600,402672,3845850,17358080
1594465200,1157184,5273328,30277176
1594468800,3189040,13674150,40270704
1594472400,6020136,12023237,19699888
1594476000,8160504,13739708,30601440
1594479600,8490768,14630278,31157160
1594483200,2560176,11688132,26803176
1594486800,4335136,11578251,21089728
1594490400,1102192,6260833,24477008
1594494000,859432,3463618,6666544
1594497600,781888,3055126,7226824
1594501200,477632,3853430,26063160
1594504800,658080,4474328,14704824
1594508400,2250496,5029553,9796400
1594512000,1685856,4848945,16404120
1594515600,526560,4515663,17072512
1594519200,491600,3652551,15040312
1594522800,434952,3716787,26046344
1594526400,262608,2042240,14361160
1594530000,218120,1109053,5883488
1594533600,183264,1102326,8219512
1594537200,200576,1704360,6017032
1594540800,289216,3626928,9208192
1594544400,174632,1966310,7769560
1594548000,333312,4048939,17442872
1594551600,879344,3134692,10230016
1594555200,816376,3944695,9601608
1594558800,379864,2744566,10402896
1594562400,455992,4410698,30807992
1594566000,459664,2909830,10709904
1594569600,433392,3098518,11613176
1594573200,387600,2530712,8398504
1594576800,615512,3660633,9727728
1594580400,991200,3123616,10949240
1594584000,471464,3419711,11814352
1594587600,535064,3384424,9037368
1594591200,463864,3060152,14069952
1594594800,907008,2637668,12627584
1594598400,537248,3538203,19701400
1594602000,756352,2571185,7708856
1594605600,1069104,2655267,6054256
1594609200,601744,3830117,12565112
1594612800,276016,1350377,5470656
1594616400,185864,955595,3674832
1594620000,170712,784760,3697432
1594623600,185944,909691,5039056
1594627200,237504,1716127,6312048
1594630800,285992,2601160,16588680
1594634400,1550704,5941894,28919904
1594638000,4256920,16242296,39959184
1594641600,12852344,27936705,72727048
1594645200,13186864,36045534,82659528
1594648800,14472448,66001854,115522800
1594652400,11990808,27101395,41975944
1594656000,10525056,21549311,51106320
1594659600,12882424,22446996,37958144
1594663200,12973040,23101718,32509880
1594666800,5747248,15706348,23918832
1594670400,3248696,10954963,18338664
1594674000,2570520,8078034,18642480
1594677600,1469544,5440051,12654744
1594681200,1581176,5774716,19333160
1594684800,2081920,7300493,63693184
1594688400,945552,5073289,12966552
1594692000,1022896,3565379,21088624
1594695600,906392,2244273,5458808
1594699200,833072,4281009,18028824
1594702800,741456,1745518,4558816
1594706400,692120,1073702,10729376
1594710000,183640,1298904,8338216
1594713600,186744,2336516,10537088
1594717200,335856,3791794,14703328
1594720800,2617152,10704665,39164648
1594724400,5407328,36206625,167339464
1594728000,22943888,58230596,143292176
1594731600,39616528,74840630,156796216
1594735200,32044104,60981682,101902840
1594738800,21723376,63641498,149559272
1594742400,16430408,47794890,96024000
1594746000,37604792,56270677,109231248
1594749600,12308336,33269266,66786944
1594753200,2897696,13142099,46748912
1594756800,1841464,9077196,36356136
1594760400,2655736,10108813,47218232
1594764000,1245528,5115791,11599752
1594767600,1692888,7778250,20051360
1594771200,617312,5707170,47864608
1594774800,682680,4273087,14694000
1594778400,575280,3617543,20390384
1594782000,245480,629158,4935904
1594785600,238240,1541754,10456920
1594789200,233032,2313434,16113064
1594792800,268848,3238820,56661680
1594796400,187904,2008378,9132832
1594800000,184968,2737951,19928824
1594803600,204216,1606811,9691528
1594807200,1181184,10259908,52922448
1594810800,7984896,21674336,75280584
1594814400,7005208,32011908,115814496
1594818000,8374704,22609331,68921960
1594821600,7004008,20597262,59178016
1594825200,12308944,25926373,49800376
1594828800,11501608,23508579,66488496
1594832400,7162816,22259153,43708280
1594836000,5556168,16921736,56666864
1594839600,3367944,13939749,39470336
1594843200,2024424,5463971,12004688
1594846800,1104248,7673346,24800488
1594850400,1498184,5237867,14515024
1594854000,878256,4564167,11123784
1594857600,655672,5356666,12363048
1594861200,656144,4937345,14996400
1594864800,430088,5600180,13997440
1594868400,317984,3591950,24526016
1594872000,358728,3302586,16166944
1594875600,191232,2962628,43984992
1594879200,189824,542541,8745880
1594882800,205992,505349,2155392
1594886400,204480,1520389,7935880
1594890000,228072,7065768,52034520
1594893600,1145536,12653843,53646640
1594897200,8625784,31407724,66908192
1594900800,1254976,47476914,134346640
1594904400,3624392,24030950,126637416
1594908000,5709248,20446444,48121712
1594911600,4532984,23290412,44010520
1594915200,1049936,4387187,27238032
1594918800,875520,7349517,53524288
1594922400,4233968,9808560,31004056
1594926000,1268128,7393869,23556864
1594929600,795904,4073994,9611104
1594933200,773584,4859154,25800128
1594936800,795616,4226128,27031088
1594940400,888440,3560137,22691720
1594944000,1061496,3330328,6380184
1594947600,869760,2770474,7732664
1594951200,460632,1974111,7348688
1594954800,565136,3648851,20865056
1594958400,505752,1246393,4664040
1594962000,290464,1566513,13225200
1594965600,476440,2558688,17132280
1594969200,241912,1620119,14202680
1594972800,208480,1771812,11061256
1594976400,243960,4147561,15050608
1594980000,570784,9759638,52037992
1594983600,5188752,26440550,95143312
1594987200,6766288,21795171,67484680
1594990800,13093176,24095772,56603560
1594994400,7187080,24729815,63480320
1594998000,7297056,19588551,41921928
1595001600,9446352,19411464,43449984
1595005200,13103424,24904988,51379408
1595008800,8826424,18248802,50692008
1595012400,1267720,12314138,40299096
1595016000,519632,6360961,39915024
1595019600,1172800,4211667,10849184
1595023200,1072560,5987914,24753120
1595026800,896016,3671626,10080496
1595030400,982096,4616016,23362408
1595034000,728208,4831216,9940544
1595037600,1082232,4924624,18102440
1595041200,522864,2795980,6929128
1595044800,379744,4529912,15945552
1595048400,250592,2098158,10167608
1595052000,567472,1287040,8766312
1595055600,279752,1958680,6765520
1595059200,291960,1671449,8685360
1595062800,199888,1750712,6682320
1595066400,236128,3084555,24744496
1595070000,815752,7519026,30647576
1595073600,1388688,8123754,54560168
1595077200,2154576,4840990,10542912
1595080800,1140784,4531137,10867808
1595084400,1138832,4255831,11784112
1595088000,755120,3359207,9891816
1595091600,1567320,4379644,13192432
1595095200,1742264,4801236,10519088
1595098800,905664,3279698,9707048
1595102400,496000,3116772,8653664
1595106000,482536,4508317,17713008
1595109600,719336,4755528,9637936
1595113200,559704,3443930,9451464
1595116800,404128,2633345,17998208
1595120400,964040,3520812,23072496
1595124000,450024,2591993,23883456
1595127600,212304,1177703,8287824
1595131200,193760,2401535,14865552
1595134800,209496,922422,4668864
1595138400,152752,680040,3326320
1595142000,187648,1042911,6598648
1595145600,144352,828271,3604224
1595149200,183576,806780,5753056
1595152800,290000,2892600,10396904
1595156400,408984,2572502,12405896
1595160000,439040,2533482,11141848
1595163600,387112,2600834,7802320
1595167200,751320,2834384,10421800
1595170800,1882216,4983412,16582568
1595174400,1281864,4444247,13974752
1595178000,759280,4420002,16434352
1595181600,1377712,4190741,10974888
1595185200,1556920,5749701,9905912
1595188800,2696136,5863159,14675128
1595192400,1224784,5794622,21404464
1595196000,322624,3173850,9189520
1595199600,288944,2166160,6282456
1595203200,826168,3426894,16767944
1595206800,463896,3431150,13716264
1595210400,297624,3549607,12699232
1595214000,961680,4509093,19175072
1595217600,204784,3226919,11243256
1595221200,145784,773283,5041400
1595224800,197944,1965392,4023352
1595228400,209800,2000251,10057224
1595232000,200832,3411141,11029000
1595235600,212752,2522898,14803400
1595239200,1698720,6593622,23619576
1595242800,3734328,16789922,68232056
1595246400,8134712,20053000,75755256
1595250000,7732176,19023212,41340176
1595253600,5884528,17458289,65632736
1595257200,7472272,25598292,52443432
1595260800,7717608,17183884,47169208
1595264400,8988824,23226813,50009616
1595268000,9701512,20885493,53820280
1595271600,7021104,17612088,61607952
1595275200,1219544,7003881,17296008
1595278800,973936,5951170,41153984
1595282400,1778104,4413136,17040960
1595286000,1064536,3010447,13179080
1595289600,1264216,3197358,12248136
1595293200,458552,2548720,6787352
1595296800,595376,2364993,8325120
1595300400,248552,3349451,17719816
1595304000,155368,1635764,10596208
1595307600,203696,898871,6741320
1595311200,214032,1814750,13933448
1595314800,155784,524254,4231760
1595318400,223944,1518302,4966608
1595322000,220760,2998251,14725880
1595325600,1455880,8146595,33498576
1595329200,13114584,43666462,105468464
1595332800,21855888,56454076,99864752
1595336400,35703384,68133296,109530456
1595340000,35056272,58744611,103497560
1595343600,26943800,53320521,113807864
1595347200,12349168,43406409,67194952
1595350800,10641344,19239779,37131480
1595354400,13476216,22566542,35563432
1595358000,8938520,19205075,42124664
1595361600,7767344,13629580,28276928
1595365200,7909032,15297636,36640232
1595368800,1817224,6166502,25427752
1595372400,1582488,4204492,17497056
1595376000,1808640,4842014,29563968
1595379600,1802176,5165081,17461080
1595383200,931008,3504295,12651240
1595386800,761376,1344103,4614016
1595390400,767720,3653600,19135200
1595394000,632760,2106094,12086664
1595397600,339888,1303362,4535736
1595401200,286456,2920670,38110912
1595404800,269920,2029459,10839416
1595408400,242488,2483596,9640624
1595412000,2496064,13717298,54788648
1595415600,6725040,16829153,42412456
1595419200,9434120,47484820,130058432
1595422800,12319872,22265453,44733224
1595426400,10194032,34224237,66548800
1595430000,5365016,20414023,48310056
1595433600,10403064,25087208,68851056
1595437200,11370928,22842238,41664256
1595440800,10692720,25197847,86424040
1595444400,6695208,15431201,26990168
1595448000,4312080,10318419,29632256
1595451600,1381920,5834636,14225616
1595455200,1236992,3664875,15734328
1595458800,776056,3209082,23965776
1595462400,1598760,5217419,10689416
1595466000,1757360,9331803,37841176
1595469600,3723000,8597713,22377592
1595473200,437760,4430526,15871400
1595476800,338696,1558984,4639760
1595480400,212856,1821477,13718688
1595484000,201808,648247,4190688
1595487600,178536,675608,2543784
1595491200,190256,913914,7275824
1595494800,242264,3739338,12523160
1595498400,4200112,22790835,86514008
1595502000,732736,31999189,95971256
1595505600,22017880,76124548,157237264
1595509200,31798680,69139662,156294168
1595512800,25031528,48875783,109950344
1595516400,20143408,49934960,109513040
1595520000,17889120,46578614,87939664
1595523600,38643088,56914998,88737352
1595527200,15458152,27623722,64661616
1595530800,8284048,19019738,38400808
1595534400,2547000,11268658,25394800
1595538000,1437784,7873263,29237392
1595541600,1282832,7639077,61843800
1595545200,1746048,6861637,28663616
1595548800,347304,4013214,12914136
1595552400,491504,2106615,7124720
1595556000,545680,2941403,8366400
1595559600,601592,5587180,25688624
1595563200,207144,2119374,7848824
1595566800,214128,2491358,15487784
1595570400,184856,906152,7094224
1595574000,170440,1187450,10152128
1595577600,193184,1791981,7096712
1595581200,318208,3447822,8929000
1595584800,2236576,8338066,20326824
1595588400,6988344,26515838,73619760
1595592000,5512400,24075775,141004752
1595595600,8018664,22498825,50210112
1595599200,6282656,20344892,57694744
1595602800,17176792,27506876,57248896
1595606400,13603040,23583399,50169656
1595610000,10609648,27178394,117529920
1595613600,7117560,19433896,42775528
1595617200,5279624,18417243,39003424
1595620800,881216,7085705,21653528
1595624400,529616,2739009,10294104
1595628000,1208536,3231332,12545720
1595631600,840136,2889373,9992000
1595635200,1147008,3683335,7651112
1595638800,1154272,3621569,6546984
1595642400,829032,2607829,7322512
1595646000,716328,2839217,26938448
1595649600,528600,3598429,18211984
1595653200,301176,2398665,11340808
1595656800,262936,2095266,7151552
1595660400,405768,2173226,6847400
1595664000,186352,1378182,4302608
1595667600,169000,882347,4705872
1595671200,1200536,4348116,14594976
1595674800,512072,4181541,14611672
1595678400,1458824,11941608,35166944
1595682000,2965608,34168795,201584040
1595685600,2188976,14840274,46026320
1595689200,569768,4635558,16094224
1595692800,1503544,5037521,13442352
1595696400,872056,4124721,13470680
1595700000,1069352,3452887,7981256
1595703600,1829328,4880623,9690432
1595707200,1441160,6286493,16181304
1595710800,1376128,3866097,7706920
1595714400,546776,2944116,8819144
1595718000,668824,2205408,13042608
1595721600,628264,1901137,12061800
1595725200,626920,2239871,7788608
1595728800,283336,2631638,6052040
1595732400,385480,2153023,7603720
1595736000,350248,2443881,14504064
1595739600,394168,1924484,7632968
1595743200,161904,1738434,7487136
1595746800,161680,1501109,4946208
1595750400,167496,1326855,6575600
1595754000,155816,1229736,4943152
1595757600,185568,2335816,10465056
1595761200,261320,2825720,14177448
1595764800,268088,3936290,33764880
1595768400,513416,5450453,29868200
1595772000,413528,2541558,8613984
1595775600,1118632,5357262,67199120
1595779200,932184,4545852,32901088
1595782800,618016,3418167,8009120
1595786400,463448,3757481,14484696
1595790000,768824,2968243,8013680
1595793600,370344,2628622,14362008
1595797200,570864,3303867,13966088
1595800800,989480,3176345,7734024
1595804400,391064,3053679,13102976
1595808000,340576,2914595,14236264
1595811600,317728,1766081,6747672
1595815200,415072,1938743,5700712
1595818800,645128,2568187,7766328
1595822400,179440,817317,4572920
1595826000,166032,332394,1226808
1595829600,191128,744741,2607248
1595833200,167904,1084756,4884936
1595836800,143376,794742,4069368
1595840400,306168,1505231,4370264
1595844000,501312,6095682,29925320
1595847600,4690576,12037234,49850320
1595851200,5955088,15590412,39905256
1595854800,5374632,21381330,60071728
1595858400,5712408,16105322,58671920
1595862000,7504744,19480545,80031704
1595865600,15859232,35508667,63963016
1595869200,7469152,37163326,83903000
1595872800,7303960,20238943,50509432
1595876400,4890088,10361374,26298744
1595880000,2176184,7651016,25707760
1595883600,2809264,8757091,57031024
1595887200,1496160,4618691,10573352
1595890800,1098168,3659252,8146472
1595894400,822320,2241932,9114968
1595898000,402760,2863887,13832104
1595901600,842072,3197583,21310944
1595905200,534656,3209868,15131504
1595908800,185648,1632324,5862096
1595912400,356448,1994709,7684648
1595916000,198976,1254294,4251048
1595919600,150272,590173,3173312
1595923200,164024,1730607,10468208
1595926800,311016,4912638,16629280
1595930400,1683152,7188535,20731880
1595934000,12469424,37313632,82638944
1595937600,30603680,61072285,112515232
1595941200,33556328,64159385,109865600
1595944800,32407976,64512189,107243400
1595948400,21069608,45800320,92070584
1595952000,5232096,65622421,131446960
1595955600,7504104,18647229,35407592
1595959200,8317696,20983295,50271952
1595962800,5396120,14823130,48941840
1595966400,1271728,9786180,27794664
1595970000,1755056,10657062,47418744
1595973600,1245464,5805115,16613584
1595977200,927720,3086998,11745584
1595980800,431520,2524610,18157512
1595984400,1087680,2617178,6203344
1595988000,561896,2383022,6458320
1595991600,433848,3584797,18176944
1595995200,190344,1634499,4271144
1595998800,643920,2246471,6588632
1596002400,166280,964464,5689896
1596006000,244872,1743903,9298664
1596009600,191472,1531646,10397840
1596013200,222240,1870957,10346784
1596016800,2538096,8832504,17746704
1596020400,5304608,14998585,31972872
1596024000,8249944,22270221,62097360
1596027600,8781872,19925737,41426432
1596031200,12637672,23965500,44904912
1596034800,15505328,40025109,79748016
1596038400,8886792,22819504,48593856
1596042000,13637432,25087059,37070552
1596045600,7286344,19553668,43246864
1596049200,5443080,13834562,29306168
1596052800,2018976,8826686,27236360
1596056400,1520568,7314292,19350744
1596060000,2065456,5726008,33850472
1596063600,2035840,4178432,11686992
1596067200,1970672,4561592,12554472
1596070800,607808,3772048,8705592
1596074400,509544,13756149,86359432
1596078000,1678368,10979657,17842392
1596081600,506080,3308917,12083856
1596085200,351936,901372,10537848
1596088800,228672,1196851,8398536
1596092400,215520,1969963,6130808
1596096000,166328,1924552,7372720
1596099600,230680,3337398,15989840
1596103200,1327384,9627482,30359624
1596106800,11845592,29680376,56278504
1596110400,23357712,45121593,107556400
1596114000,29180584,51097044,100536200
1596117600,19974120,49796468,101926896
1596121200,22435920,38035292,57313240
1596124800,15768456,25625948,43855104
1596128400,11126064,25650007,51870584
1596132000,10317936,18520235,34917008
1596135600,4780144,15341616,31295944
1596139200,2078632,9318255,41884952
1596142800,1149400,6245131,29292312
1596146400,1094064,6436954,18643376
1596150000,2219824,4730062,13702264
1596153600,1492552,4338384,13046232
1596157200,1062968,5242588,15598664
1596160800,1595848,6066975,22206696
1596164400,493440,2250663,7466880
1596168000,326368,1833334,6917256
1596171600,514616,1427279,3626568
1596175200,425176,1536355,11984952
1596178800,410216,1004059,6132616
1596182400,283288,1436695,8672184
1596186000,473656,4419803,17742600
1596189600,2196408,8232443,20420400
